xx,qa06id,qa06name,qa06wher,qa06dsc,ty26colo,ty26fakt
1769034,ADR MOR-0175-2015,RTU failure,EDGG / Abeam EDNY / JP323,"-During flight at level 370, we have lost RTU1. QRH has been accomplished properly.
-Landing and all other OPS uneventful",0,1
1947410,CAA MOR-0141-2016,Brake OVHT WRN MSG during cruise & descent,Switzerland / Swiss Airspace / JP306,"During cruise and descent BRAKE OVHT WRN MSG apperaed on EICAS. BTMS value up to ""20"" NBR. 1 was noted for cca 5 '. During that time it slowly reduced to value ""17"", later ""0"". repeated also during initial APP and later on GND when already parked on the apron.",0,1
2013342,SOR-0139-2017,ABTMS OVERHIT MSG,Europe and North Atlantic - Slovenia / Bosna point / JP827,btms overheat msg at FL 380 at BOSNA POINT. An erratic btms indication. BTMS WARN RESET. ATL ENTRY after landing.,0,1
1900374,ADR MOR-0109-2016,Brake overheat warning message,Albania / Bkpr / Jp838,Durin the approach phase to Bkpr we got ambigous Brake overheat warning message which came on three times in a short period of time. Considering outside temperature and after last message dissapeared the crew considered this messages as noisance and continued normal flight and landing. The flight was considered unevetfull and so we continued with the next flight back home where we notified the line maintenace .,0,1
1795321,CAA VoOR-0002-2016,EROZIJA,Nil / Nil / No,"V AA opravlja naloge, Flight Operations Manager-ja in Director Flight Operations, le ena oseba. 
Razvejanost operacij (baza Ljubljana, baza Lodz) in želja po racionalizaciji poslovanja, kažeta svoje učinke na stagniranju Company Safety Policy (opredeljena v MSM 2.1.1.1). Spodaj naštete pomankljivosti, nedoslednosti, napake...so rezultat kadrovske podhranjenosti. Za to je subjektivno odgovoren Accountable Manager, ker ne zagotavlja dovolj virov (človeških; OM-A 1.3.1; prva lineja), za nemoteno delovanje sistema. Mogoče ne pripisuje dovolj velike teže opozorilom, ki prihajajo do njega s strani ""oseb"", ki imajo neposredni dostop do njega (OM-A 1.3.1; tretja lineja).
Zgolj odprava omenjenih pomankljivosti, ne bo odpravila vzrokov (še posebaj sedaj ne, ker smo dodali še bazo Talin). 

OM-A; Responsible Editor:Flight Operations Manager

V kazalu priročnika ni omenjeno, da na koncu obstajajo dodatki(APPENDIX 1,2 in 3) in dvomim, da je JACL (kot organ, ki odobri priročnik) z dodatki seznanjen. 
 Zakaj dvom? Management System Manual (MSM) na strani 0-2 pravi: ""Additional instructions and information is distributed to relevant staff using appendices to the applicable manual"", in dodaja ""Note 6: MSM Appendices are not subject to CAA Approval.""- iz analogije sklepam, da je z ostalimi priročniki podobno.
 V obdobju med oktobrom 2015 in koncem februarja 2016 je bil priročnik OM-A dvakrat posodobljen (revizija 33 in 34) in obstaja nekaj direktiv z ""dolgo brado"", ki bi morale/lahko bile implementirane:
-15.  VISITS TO THE FLIGHT DECK;OM-A 8.3.12.3 veljavna od 31.05.2011
-35. FLIGHT IN AIRSPACE WITH CONTAMINATION OF VOLCANIC ASH, OM-A Ch 8.3.8.6 veljavna 25.05.2011
-67. CHANGES TO OM-A 8.2.2 PASSENGER HANDLING, veljavna od 20.01.2015
-69. EASA Safety Bulletin No.: 2015-04, OM-A 8.3.10.1 veljavna od 01.04.2015
-70. Changes to OM-A 8.1.2.5.3 Short Field Operations (SFOPS), veljavna od 01.05.2015

Direktive/Bulletins, ki se sklicujejo na napačna poglavja:
-12. TAXI OUT PROCEDURE, OM-A 8.2.2.14, veljaven od 29.09.2011
-21. TOLMAČENJE OM-A CHAPTER 7, veljavna od 14.11.2012
-71. CHANGES TO OM-A 7.5 REST REQUIREMENTS, veljavna od 01.12.2015

Direktive/Bulletins, ki so že implementirane, vendar še vedno obstajajo kot direktive:
-31. FLYING OUTSIDE THE SCOPE OF ADRIA AIRWAYS
-72.  CHANGES TO OM-A 7.3.1.1 MEANS OF COMMUNICATION.

Operacija v bazi Lodz

Posledica SAFA insp. LCJ (glej PVR 1982) je bila, da je v obdobju med 14.sept.2015 in 10.nov2015 je prišlo v Operativnih specifikacijah AOC do spremembe in sicer je JACL odvzela navigacijsko specifikacijo RNP1. V skladu z OM-C(AA uporablja LIDO rutni priročnik), je le ta potrebna za vse SID in STAR na letališču Lodz (EPLL), kjer AA redno leti. V tem obdobju je bila omenjena operacija nelegalna. 
Na problem sem opozoril (v septembru) Flight Operations Manager-ja, vendar ni izdal obvestila, ki bi pilote opozorila na nelegalnost in urgentno rešil težavo. Težavo je rešila JACL, ki je v operativnih specifikacijah, z dne 10.nov.2015 AA vrnila RNP1 (razen za letalo S5-AAG). 
V zgoraj omenjenem obdobju smo spremenili 
OM-A 8.3.2.10.1 Operational Approval (Rev 33), da je bil skladen s takrat veljavnimi operativnimi določbani, vendar smo ga pozabili posodobiti nazaj (lahko bi ga z rev.34). Tako, če pilot v tem trenutku pogleda OM-A 8.3.2.10.1 in ne tudi AOC operativne določbe, še vedno pride do informacije, da nimamo RNP1.
Druga pripomba se je nanašala na rubriko PBN v najavi ICAO Flight plana in sicer, da ne najavljamo RNP-ja. Za letalo S5-AAZ, ki je veliko stacionirano v LCJ najavimo v rubriki PBN:
A1....RNP10
B2....RNAV5 GNSS
B3....RNAV5 DME/DME
B4....RNAV5 VOR/DME
B5....RNAV5 INS or IRS
C1....RNAV2 all perm. sensors
D1....RNAV1 all perm. sensors
To pomeni, da ne najavimo O1(RNP1), kot to storimo v primeru CRJ 900.

Težava je v posodabljanju priročnikov, predvsem(LIDO RM), kjer so revizije tedenske. 
-Glej PVR 2364; 28.11.2015- 6 revision missing
-Glej SG-0001-2016; 13.02.2016- 2 reviziji manjkata
",0,4
1960636,SOR-0003-2017,APPR Warn,Europe and North Atlantic - Slovenia / LJU / JP103,"CAT II approach
APPR warning in LDG flare phase
Normal LDG performed, enough visual clues.
",0,1
1964186,SOR-0016-2017,Protective plastic cover left on HUD after maintanance,Europe and North Atlantic - Slovenia / LJLJ,"​During preparation for CAT III approach for LJLJ I noticed a blurry HUD and the whole glass was light blue!?? vision through the HUD was blurry what checked out FO as well. We had to perform a CAT III app due to the RVR 275m.
After a chat with mechanic he mentioned that the HUD was recently changed, so he went to the cockpit and after few minutes he came back with a protective plastic which wasn't removed from the HUD after installing and checking it!?? The protective cover was of course  in blue colour.
Such reckless behaviour of the Adria Technic individuals is totally irresponsible and it shouldn't happen again! 
Please investigate the case and inform me about the possibe corrective actions!? An PVR was written as well!
Thank you!",0,1
1698926,CAA MOR-0171-2014,T/O abort,Austria / VIE Rw 16 / JP 285,During T/O roll at low speed (10-20 kts) we got caution msg HYD PUMP 1B. Low speed aborted T/O was performed and we vacated rwy. During holding on taxiway we solved the problem and after around 15 min we continued to LJU. Problem was inserted in ATL accordingly.,1,50
1700325,CAA MOR-0173-2014,Aborted Take Off,EDDF / RWY 07C / JP 113,"After thrust increase ""HYD PUMP 1B"" caution msg came on for few seconds. Take off was aborted (low speed) and runway vacated. Since there was no msg anymore and Hydraulics sinoptic page was within limits, we made another take off. Msg came on once again for a few seconds when we were airborn. Flight was continued to Ljubljana.",1,50
1960698,SOR-0004-2017,Wrong FPLN inserted in FMS,Europe and North Atlantic - Slovakia / BTS / ADR697,"Upon check-in in LJU we received OFP. After DHC LJU-VIE-BTS (cca 4 hours after check-in) we boarded the plane. From the ground staff we received printouts of PPS. Since OFP prints were inferior to the one received and already signed at check-in, the OFP received at check-in was used for FMS programming. After take-off we requested for next point en-route since SID at BTS was not well suited for route. We received direct-to clearance for the poin not in our FMS. After clarification with ATC we realized that flight plans do not match and we checked the OFP that we received from the ground staf at BTS. Consequently FMS was reprogramed and flight was uneventfull.

In addition, on the next flight the situation repeated (different route) in thje time span of 2 hours and it was found out, that one OFP has FI +18, the other FI -14, which is quite intriguing.

To prevent situations like this two steps are suggested:
- When the OFP is changed on a short period after check-in, the crew shall-must be informed, that there is a new changed OFP.
- The crew shall allways check and compare OFPs received from different sources. This step does in no way exclude the first step.",0,1
2122308,SOR-0055-2018,Loss of generator 1,Europe and North Atlantic - France - 06 Alpes-Maritimes / Saint-Ettienne / JP785,During cruise on flight from CDG to FSC we lost Gen 1. ,0,2
1768443,CAA MOR-0103-2015,Late check-in closure,LJLJ,"Check-in was closed at 10:11 for schedueld  time of departure at 10:25. It is inevitable that there will be rushing by the crew to depart on time. Rushing can easily lead to mistakes during late stage od flight preparation.
Because we had only 43 passengers, which boarded quickly, we were able to depart with minimum delay of 5 minutes.",0,1
1694901,ADR MOR-0115-2014,Overspeed warning during approach,LJLA / NR / JP117,At selection of F45 speed was just bellow 170kIAS but overspeed clacker came on for a second anyway.,0,4
1798159,ADR MOR-0034-2016,GPWS GLIDESLOPE WARNING,LJLJ,"We were doing localizer approach for training purposes. As the runway was in sight at minimum, the FDs were not set to off. FD was still used as as a cue below minimum, because there were some patches of cloud (FEW 300). The vertical mode was V/S and because it was set to 900ft/min, I descended below glideslope by more than 1 dot. 
The mistake was immedately corrected (and the runway was in sight) and FDs switched off.

Normal landing",0,1
2274449,SOR-0538-2018,glideslope alert,Europe and North Atlantic - Germany / SCN / LGL9412,"Glideslope alert in the last stage of the approach .
Landing was safe.",0,1
2345705,SOR-0089-2019,GEAR DISAGREE WARNING MSG,Europe and North Atlantic - Czech Republic / LKPR / ADR569,After TO PROX SYST FAULT1 MSG was posted folowed by GEAR DISAGREE WARNING MSG. after aprox 10 sec both msgs disapeared. We continued flight to LJU.,0,2
1968535,SOR-0046-2017,Napaka pri indikaciji sistema za detekcijo požara,Europe and North Atlantic - Slovenia / LJU airport / JP914,"Let LJU-SVO: po zagonu motorjev, med vožnjo proti vzletu (steza 12) se je pojavila napaka: ENG #2 FIRE LOOP A FAULT. Napaka pomeni izgubo redundance zato je obvezno poročanje (OM-A 11.10.2.2.1(3)). Napaka pomeni tudi ""No dispatch"", zato se je posadka odločila za povratek na platformo. Tehnika je opravila postopek izolacije nepravilno delujočega sistema in z vpisom v HIL letalo sprostila v promet.",0,1
1655766,ADR MOR-0019-2014,Low speed abort due to birdstrike hazard,RW12 / JP102,"During line-up, we noticed 2 birds (seagull) on runway, approx 200m down the runway. We assumed that
they will fly away when we approach them. After starting T/O, birds didn't took off, but both
remained on the centerline. Due to birdstrike hazard and possibility of engine ingestion we aborted
take-off at approx 50kts.",0,2
2144445,SOR-0111-2018,DGOR-LJU-18-12 Discovery of forbidden dangerous goods in Air Mail,Europe and North Atlantic - Slovenia / Ljubljana Airport Cargo terminal,"During acceptance security X-ray check of Air Mail delivered by Pošta Slovenije d.o.o. for flight JP322/28MAR Ljubljana-Paris, it was discovered that mail accepted at Post Office 5101 Nova Gorica.
Delivery Bill CN38_SIALJ83RP40A/01
Mail No. 73/005, 1 receptacle, 10,2 kg
Mail receptacle contained 1 package, total gross weight 10,2 kg, that contained 1 piece of small self-balancing vehicle containing lithium ion batteries.

Lithium ion batteries contained in equipment are identified under UN3481, and are completely forbidden in Air Mail by UPU convention, ICAO TI and IATA DGR. 
This dangerous goods occurrence is reported as attempted carriage of dangerous goods.
The package was returned to Pošta Slovenije d.o.o. with request for root cause and corrective action.
",0,2
2419915,SOR-0275-2019,Lido revision update,Europe and North Atlantic - Slovenia / Eddm / LH1634,"Dne 24.4.2019 smo kot DHC posadka potovali v Munchen, kjer smo začeli 5 dnevno verigo letov za DLH. Ko sem prisel v operativni center na check - in sem izvedel, da bom moral narediti še revizijo Lido kart. Dodatno pokasnilo k mojemu vprašanju glede revizije - saj jo je malo. Prvi dan bi morali leteti:
Lju - Muc DHC,
Muc - Str
Str - Muc
Muc - Wro
Čas leta iz Muc v Str in nazaj 25 minut, brez ATC short cut-ov.
Čas leta iz Muc v Wro pa 50 min.
In potem se je začelo,...
Zaradi možnega bird strike-a je posadka naredila Rejected take -off. Ker so se zavore pregrele je stopila v akcijo tudi tehnika. Posledično smo v Muc prispeli s 3 urno zamudo. Leta Muc - Str - Muc je odletela druga posadka. Mi pa samo let Muc - Wro. Za nameček je potnik na letu Lju - Muc po nesreči vzel purserjev kovček, kar nam je predstavljalo še dodatni problem, v času pisanja tega OR, je purserjev kovček še vedno v Muc na Lost and found šalterju. Zaradi vseh zamud in dodatnega stresa, ki so ga le te povzročile sem se odločil da med kratkim nočnim letom Muc - Wro, ne narediva Lido revizije.
Glede na to, da je ACMI operacija zelo stresna, še posebno če potuješ kot DHC posadka na izhodiščno točko vidim edino rešitev za Lido revizije, v popolni implementaciji EFB. In delanju Lido revizij z USB ključkom.

Ali pilot sploh sme narediti revizijo Lida?
Ali pilot sploh zna pravilno narediti Lido revizijo?
Ali je pilot sploh kdaj imel šolanje za Lido revizijo?",0,1
1749260,CAA MOR-0074-2015,Letališke službe,LJLJ / LJLJ / JP527,"Nekatere letališke službe v LJU dostopajo na/v letala Adrie Airways brez prisotnosti letalske posadke in/ali drugih delavcev AA, kar je unikum v moji praksi. Je to normalno in na kakšni osnovi oziroma uradnih dogovorov.",0,1
2134516,SOR-0089-2018,Unstable approach,Europe and North Atlantic - Slovenia / LJLJ,Approach was unstable at 1000 ft above airport in IMC. We made a missed approach and another approach to LJU.,0,1
2027182,SOR-0181-2017,Hyd edp1a fault,Europe and North Atlantic - Slovenia / South from MUC / JP306,"At start of our descent we got hyd 1 low press, we did  QRH, realized that edp 1a is u/s, with this fault we are AOG, so we decided to turn back to  LJU.",0,1
1652095,ADR MOR-0015-2014,Toilet overfill,EDDM / JP156,"After the passengers had disembarked, the purser showed me the cabin area in front of seats 2CD. The
floor carpeting was soaked in toilet flushing liquid. After consulting AAT LMLD, I called
Maintenance Support MUC (Citiy Line Technik). They (three typerated mechanics) came and dismantled
the lavatory and found the underneath area flooded. They checked the underbelly (Avionics
Compartment) and it was dry. I asked them how I should formulate the order was issued since City
Line Technik has an embargo on Adria Airways. The reason: we owe them a lot of money. Their visit
was strictly a courtesy. They suggested that we drain the forward lavatory and declare it u/s. This
way, the flight would be safe to dispatch and AAT could deal with the problem later in the base. As
soon as toilet servicing started to take place, the overfill line started to spit out liquid. The
culprit was diagnosed as a toilet overfill. Namely, PRN airport toilet servicing vehicle is
permanently u/s and they fill the toilet manually using a huge bottle. Liquid quantity is not metered.",0,1
1667467,CAA MOR-0085-2014,Ground damage to ACFT,LTBB / Apron S17 / JP650,"ACFT was parked at S17 stand at LTBA. During disembarkation baggage truck hit (slide) below the left
wing tip roof. ACFT color was tripped off on two places. One el. discharger was broken. GND damage
report was filled. 
Photos available by mail:ales.maraz@adria.si  ",1,50
2238419,SOR-0381-2018,High rate of descent on approach,Europe and North Atlantic - Slovenia / LJU / JP569,Due to weather (TS) we had to increase the rate of descent lately on the approach in order to be stabilized at 1000ft baro. We finally were stabilized at 1000ft baro. approach was made safe.,0,4
1671756,BSTR-0012-2014,Multiple Bird Strikes: swallow,LYPG / NR,"On landing to RWY18 in TGD we experienced a flight in to large flock of swallows, there were
approximately 50 of them on a rwy.
On flare they flew of rwy and we strike approx. 3 of them. After vacating rwy we advised the tower
and performe exterior inspection and reveal some traces of birds on a airframe but no damage. We
countinue flight to LJU and advise ADRIA tehnic, who performe inspection.",0,4
2053034,SOR-0295-2017,DGOR-LJU-17-49 Carriage of hidden DG,Europe and North Atlantic - Germany / Frankfurt Airport Cargo terminal,"We received following shipment flight JP113/09SEP FRA-LJU.

Shipment info:
MAWB: 165-04800014
Route: FRA-LJU-SKP
Pcs: 15
Weight: 150,0kg

In process of acceptance in LJU following has been established:
-           shipment contains 1 pc of ELI 
-           no required statement was found on MAWB
-           no preadvice was received from Fedex
-           no DG check for ELI was performed in FRA
",0,4
1684088,ADR MOR-0080-2014,Gear disagree,LJLA / NR / JP700,"During climb out from LJLj, master warning ""GEAR DISAGREE"" has been triggered. Warning has occurred at approx. 5000ft QNH (after climb power setting) after consultation with Adria Tehnika we decided to continue flight towards LQSA.",1,50
1683937,SO-0002-2014,Engine Cowling Latches (2 out of 3) found open,S5-AAD ADR 284 LJU-VIE,"During Transit Walkaround in VIE 2 out of 3 LH Engine Cowling Latches found open. During previous Walkaround in LJU no anomalities were noticed in relation to Cowling Latches. Crew believes that in LJU latches were closed, but not locked. During the night, R check has been performed. This was the first flight after the R check.

Pls Investigate and send us the Investigation Report till the indicated Due Date. BRGDS A.Petelin ",1,50
1668845,ADR MOR-0045-2014,Passenger injured during normal disembarkation,EDDF - Gate C2,"At gate C2 we received bridge for disembarkation. It was set to some 15-20 cm lower of aircraft
floor, forming a step. One passenger (female - name not known, most probably sited on seat 12C or
13C) while leaving the aircraft fall down. She injured her leg. We asked her if she needs doctor and
she said: ""No, I don't need doctor, just wheelchair."" so we ordered her wheelchair. Anyway she has
already ordered the wheelchair. She said that it's an old injury. She continued the flight to
Florida - USA. Passenger name found: It's Lulgjura, Nr:45 on pax list which is enclosed.",1,50
1782854,ADR MOR-0012-2016,Boarding while fuelling,Poland / EPWA / ADR939,"While we we're still fuelling, the bus with the passengers arrived. We we're late from the previous flight, so we discussed with the ground handling agent that if it's ok to start boarding at the same time with fuelling. We didn't find any special procedures regarding fuelling with pax on board. He said, that we start in 2 minutes. So the cabin crew gave the ok signal to the bus to start boarding after 2min. The ground handler was with PIC at the fuelling panel during the time, and when he noticed that he ordered to stop the boarding and halted fuelling. The pax that were already onthe plane were left there, the ones outside, went back to the bus. Fuelling continued and after fuelling we continued the boarding. The explanation from the handler was that fuelling with pax is approved only when the fire truck is present.",0,1
1724844,SR-0006-2015,Ground power in LJU/ handling LJU,JP 285/LJLJ,"I would like to inform that GPU that has to be provided from LJU handling is always late so engine has to remain running before  GPU is connected. We were told they have lack of GPUs.
In general it is opinion that service provided from LJU airport is giving advantage to all other airlines than Adria. For example: 
-It has happened that we were already connected to the tow bar but it was removed to push Easy jet. Consequently we had delay.
-ATC has given advantage to taxi in to Wizz air even though we were ahead of them on the apron. 

I know this is not a direct safety issue but at least we can safe some fuel and reduce flight crew stress. Thank you for your intervention.
",1,50
1684133,ADR MOR-0081-2014,Absence of flight crew guidance for overnight stops,LAAA / LATI / JP793,"After arrival to TIA for overnight stop found out that no security seals were on board to secure the aircraft. Couldn't find guidance for security sealing of A319/A320, nor there was guidance for installing pitot-static covers and gear pins for overnight stop for particular airport and length of stay. Stayed on the aircraft, seals were brought by another flight. I recommend issue of guidance or procedures for securing the A319/320 aircraft for overnight stops by flight crew (doors to be sealed, covers or pins to be installed for specific airports depending local and company regulation and for planned length of stay).",1,50
1685052,CAA MOR-0135-2014,DEPA resisted embarkation,France / LFPG / ADR 323,"One DEPA with legs and arms tighten resisted embarkation by twisting, kicking and screaming. Despite my clear demand to refuse him, four Police officers brought him into the cabin and seated him by force. One of the officers told me that he is authorised for, despite my will, because we were in France, what is unacceptable . Finally they had to disembark DEPA. (Detaljni opis v PVR, bo forwardiran)",1,50
1937288,CAA MOR-0128-2016,A/I caution during approach,Poland / EPLL / jp327,"During Approach to EPLL airport L WING A/I caution msg was posted, system was switch to off and back to on but after 1 minute L and R WING A/I caution was displayed on very short final (app 200f), PNF reset the system again and landing was made. ATL entry after landing.",0,1
2305666,SOR-0628-2018,DGOR-LJU-18-115 Discovery of forbidden dangerous goods in Air Mail,Europe and North Atlantic - Slovenia / Ljubljana Airport Cargo Terminal,"This occurrence was notified to Adria Airways on 12.12.2018, 09:56 LT
by reporter: Peter Jakša, Ljubljana Airport Safety Expert

During acceptance security X-ray check of Air Mail delivered by Pošta Slovenije d.o.o. for flight JP102/11DEC Ljubljana-Munich, it was discovered that mail accepted at:
Post Office: 3256 Bistrica ob Sotli
Air Mail Delivery Bill: CN38 SIALJ8CAPP0Y/01
Mail No.: 289/013, 1 shipment  11.0 kg
contained 2 pieces of flammable aerosols

Aerosols containing non-flammable gas under pressure are identified under UN1950, proper shipping name “Aerosols, flammable”, hazard division 2.1 and are completely forbidden in Air Mail by UPU convention, ICAO TI and IATA DGR.

This dangerous goods occurrence is reported as attempted carriage of dangerous goods. The package was returned to Pošta Slovenije d.o.o. with request for root cause and corrective action.
",0,2
2032011,SOR-0203-2017,Exceedance of aircraft flight manual limitation,Europe and North Atlantic - Greece / LGKF / ADR278,"During visual approach at EFL (RWY 32) before turning base a flap selector lever was set from 20* to 30* by mistake. After 2"" second the flap selector lever was selected back to 20*. Over speed clacker sounded. Speed was 193 kts. We were executing left hand visual approach and I was looking out ( as PM). 
I think that a contributeing factor to this error was the fact that this was fifth day in a row with early check in (06:00, 03:45, 06:20, 06:00, 05:00).",0,2
2224503,SOR-0297-2018,S5-ACA/PAX door dificult to open,Europe and North Atlantic - Slovenia / LJU / ADR705,"After the flight from TIA-LJU on 28.7.2018 crew reported ATL seq: U168717 difficulty to open the PAX door. Adria maintenance performed adjustment of the door as per described procedure related to AMM 52-11-00-320-301, tested the doors and release airplane back to service. ",0,1
2032042,SOR-0204-2017,Exceedance of aircraft flight manual limitation,Europe and North Atlantic - Slovenia / EFL / 278,"During visual approach to EFL- RWY32, i was flying base turn with flaps 8.
I have requested flaps 20 and captain mistakenly retracted flaps lever selector to postiton 30.
When we have heard overspeed claker warning, he has immediately selected flaps lever selector back to postion 20. When flaps were at position 30 and clacker was sounded, i saw on EICAS that flaps were actually at postion 22. ",0,1
2031236,SOR-0196-2017,Taxy speed,Europe and North Atlantic - Slovenia / LJLJ / ADR526,Upon departure LJU-SMI taxi speed exceeded 40KTS due delay management.,0,4
1701367,ADR MOR-0126-2014,L FWD emer door msg,HEGN / Hurgada / JP362,"After landing at HRG ""R FWD EMER DOOR"" caution msg came on. We opened the door on turn over, cleaned contacts and closed it, but msg indication occasionally reappeared and disappeared. We assumed that is indication failure and decided to go to SSH, thus flight is short and low (below FL100). We precautionary blocked row to the door in case msg reappeared. There was no msg during flight to SSH and also normal flight from SSH to LJU. I entered remark to technical log.",1,50
1718882,ADR MOR-0032-2015,R PITOT HEAT,Germany / germany / jp794,on top of descent R PITOT HEAT came on. CM2 was PF. Performing QRH worsened the problem. CM2 lost Flight director with Air data source selected to 1. We than left it on both. Flying in VMC caused no problem. Before clouds controls was transfered to CM1 and also Air data source to 1. As expected right pitot tube freezes and there was EFIS COMP MON (IAS and ALT). We continued normal approach and landing. After landing A/C was AOG (vmc day only).,1,50
1724945,ADR MOR-0053-2015,BGY taxing,BGY / Bergamo / ADR587,"At initiation of taxi, we didn't follow the marked taxiline. One reason is that when I turned sharply right, I didn't see the line (it was dark) and I am seating on the left seat) and the line is not marked with lights. And after the turn, the aircraft was standing on the right (next position, very close) on the left side, there were a few stands not occupied. So we took a shortcut to taxiway T, without communicating it with ATC.",1,50
2214691,SOR-0267-2018,Missed approach due to Flaps fail,Europe and North Atlantic - Slovenia / ljlj / JP939,"During ILS approach to LJLJ missed approach was performed due to FLAPS FAIL. Failure occurred at flaps position 8. After the check list was performed, flaps began to operate and we performed normal Flaps 45 landing. ",0,2
1758945,ADR MOR-0150-2015,Missing refueling conector CAP,FRA--->TIA / FRA / JP793,"We arrived TIA and ground staff warned us of opened refueling door. Door was unlatched and refueling cap was missing. The metal chain was broken and no damage was found. RWY 18 at TIA was checked and nothing was found. I contacted Mr. Kunstic in FRA, he checked with FRA airport where nothing was found on RWY18 neither on TWY L. Our parking position was V174, F/O assisted tanking and handling agent (Acciona) assisted start up. He reported all doors closed and gave us clear to start. New cap will be replaced by AAT. ",0,4
2134563,SOR-0090-2018,missed approach at SCN,Europe and North Atlantic - Germany / EDDR / LGL9412,"Visibility for RWY 09 was reported by ATIS 2000m. Required visibility for RNP 09 is 2,2km. The app was discontinued at 1000' AGL. Missed app was followed and we hold over ZWN until ATC reported visibility 2,3km.
Tail wind for rwy 27, which was reported wet, was to strong for actual ldg weight.",0,1
2250011,SR-0064-2018,Disembarkation of pax,"jp 324, SKP- LJU, v Ljubljani","Po pristanku, ko smo na letališču v Lju odprli vrata, so pričeli zlagati DAA prtljago na tla, most pa se ni približal. Nekaj časa smo čakali, potem pa je upravljalec mostu vprašal, če zna tisti, ki je zlagal daa odstraniti ograjo s stopnic letala. Ker smo se nekaj časa samo gledali, sem vprašala, če naj jo jaz zložim. Gospod se je posmehnil, da drugače pač ne bo šlo in ne morejo zložiti prtljage na most. Nato sem odstranila ograjo, zložiio so prtljago na most. Želela sem govoriti z ramp agentom, saj sem nanj želela nasloviti nekaj všprašanj v zvezi s transfernimi potniki, takrat je upravljalec rekel: ""Kar se mene tiče, lahko grejo."" Potniki, torej. Malo semo še počakali, nato pa smo potnike izpustili, saj se je vsem zelo mudilo. Po kapitanovih informacijah, so se potniki izkrcavali prekmalu in bi lahko prišlo do neravnovesja in zvrnitve letala.",0,1
1994991,SR-0023-2017,ALTS PRESELECT inadvertently modulated ISO HDG , ,"Visually referring to the MFD and at the same time trying to operate the heading knob in search of the optimum circumnavigation path around the TS cells I accidentally reached for the ALTS Preselect  knob and modulated the cleared altitude inadvertently. (fm 11000 to 10400) One has to note that all the three knobs are heavily abraded and provide no more touch distinction and this was at night time!
ATC spotted the inadvertent modulation and intervened immediately. No other events",0,10
2345648,SR-0007-2019,SPURIOUS call signals in the cabin,ADR 168,"During the flight. we were adviced by the cabin crew, that there is spurious call signals (chime) in the cabin. For few minutes seat belts sign was selected to OFF. After selecting back to AUTO, spurious signals disappeared.",0,1
1799006,CAA MOR-0034-2016,Bank 45' with AP on,"LJLA / downwind 30, 7700' / JP377",During L turn under radar vectors for ILS 30 at ALT 7700ft autopilot banked A/C to approximately 45˙. AP was switched off and bank angle corrected immediately. ,0,2
2262104,SOR-0475-2018,A/SKID INBD,Europe and North Atlantic - Germany / RWY 18 / JP125,Upon rotation RWY 18 we received A/SKID INBD CAUTION MSG. I ordered the flight to continue and consulted the QRH. After QRH action completed we assed to continue to the destination.,0,1
2093113,SOR-0386-2017,Incorrect QNH,Europe and North Atlantic - Slovenia / FRA / JP116,"During approach to FRA we were cleared to descent 4000' on QNH 1006, but we heard 1016 and also read back was like this. ATC also not respond on our wrong read back. When we were maintaining 4000' later on, we were asked by ATC why we are on 3800' . We asked for QNH again and corrected our mistake.
We were about to intercept ILS Z 25L and so luckily above MSA.",0,10
2329244,SOR-0069-2019,DGOR-LJU-19-20 Discovery of forbidden dangerous goods in Air Mail,Europe and North Atlantic - Slovenia / Ljubljana Cargo Terminal,"During acceptance security X-ray check of Air Mail delivered by Pošta Slovenije d.o.o. for flight JP116/24JAN Ljubljana-Frankfurt it was discovered that mail accepted at:
Post Office: 1102 Ljubljana
Air Mail Delivery Bill: CN38 SIALJ91OPQ06/01
Mail No.: 16/003, 1 shipment 2,6 kg
contained 1 piece of electronic device powered by lithium ion battery (laptop computer)

Electronic devices powered by lithium ion batteries are identified under UN3481 “Lithium ion batteries contained in equipment”, hazard class 9 and are completely forbidden in Air Mail by Adria Airways embargo and by UPU convention, ICAO TI and IATA DGR unless Designated Postal Operator has received approval from CAA. Pošta Slovenije is on 21.01.2019 NOT listed on the UPU List of Approved  DPO to accept lithium batteries contained in equipment.

This dangerous goods occurrence is reported as attempted carriage of dangerous goods. The package was returned to Pošta Slovenije d.o.o. with request for root cause and corrective action.",0,2
1707498,CAA MOR-0009-2015,Stick shaker on final approach,LJLA / LJLJ / JP311,"During approach on ILS we got stickshaker. 
Facts:

- ldg weight 21t (actual 20,7) Vref=140 kts
- pitch0--1˙
-wind on ground 020/5 reported, on position approx 340-360/15
-speed within speed bug +-2
-low speed cue in sight",0,10
1708736,CAA MOR-0012-2015,Communication error ,LETLI,"During transfer of communication between Zagreb control and Ljubljana control communication error occurred by the flight crew. CM2 was PF and CM1 was PNF.
Just prior to the event CM1 was in contact with Operation center via COM2. After receiving a call from Zagreb control on COM2 I inadvertently replied on COM2 which was in between already set to 121,5.
Initial call to Ljubljana radar was also made on COM2 (121,5) and at that point I realized the error and made initial call to Ljubljana on COM1 (135,275).
Communications from that point forward continued normally.
After a few minutes Zagreb control called us on COM2 (121,5) and informed us that we did not replay when he transferred us to Ljubljana.
I explained the error made and apologized.
",0,4
